Sr. No.,utterance_text,topic,mi_quality
8536,"your I that confirmed that, Okay, certainly glad to hear that your doctor did spend some time with you, um, I-I see myself as somebody who works with your doctor, uh, to help you get the most benefit from your medicine, uh, because you are gonna spend money on it we wanna make sure that you get the most benefit from it. Uh, also sometimes it may be difficult to reach your doctor we're also here, uh, and so we try to work together, wo-would that be okay?",taking medicine / following medical procedure,1
8537,ok glad to hear that your doctor did spend some time with you um i see myself as somebody who works with your doctor uh to help,taking medicine / following medical procedure,1
8538,"I'm sure you're glad your doctor took a little time with you, I-I see you as someone who's working with your doctor to help you, uh, I-I see you as someone who's working with your doctor. well, sometimes it's hard to get to the doctor, so we try to work together, okay?",taking medicine / following medical procedure,1
8539,"I see myself as somebody who works with your doctor, um, to help you get the most benefit from your medicine, uh,. Uh, also sometimes it may be difficult to reach your doctor we also here, wo-would that be ok?",taking medicine / following medical procedure,1
8540,"Okay, sure glad to hear that your doctor has spent some time with you, er, I-I see myself as someone who works with your doctor, er, to help you get the most benefit from your medicine, er, because you're going to spend money on it, let's make sure you get the most benefit from it. Er, sometimes it's also difficult to get to your doctor, we're also here, er, so we're trying to work together, where-would that be okay?",taking medicine / following medical procedure,1
8541,"Okay, certainly glad obviously to hear that your doctor did spend some probably time with you, um, I-I see myself that is as somebody I feel who works with your doctor, uh, I mean to help you get the most benefit naturally from most likely your medicine, uh, because err you are obviously gonna spend money on it we wanna make sure that you get umm the I mean most I mean benefit from it. Uh, also sometimes it may be difficult to reach your doctor I feel we're also here, that is uh, and so we most likely try to work together, wo-would that be okay?",taking medicine / following medical procedure,1
8542,"I-I'm certainly glad to hear that your doctor did spend some time with you, but I-I see myself as somebody who works with your doctor, uh, to help you get the most benefit from your medicine, Uh, because you are gonna spend money on it, we wanna make sure that you get more benefit from it. Uh, also sometimes it may be difficult to reach your doctor and so we try to work together.",taking medicine / following medical procedure,1
8543,"I'm glad to hear that your doctor did spend some time with you, I-I see myself as somebody who works with your doctor, uh, to help you get the most benefit from your medicine, Uh, because you are gonna spend money on it and we wanna make sure that you get most benefit. Uh, also sometimes it may be difficult to reach your doctor and so we try to work together.",taking medicine / following medical procedure,1
8544,"""I-I'm certainly glad to hear that your doctor did spend some time with you, um, I-I see myself as somebody who works with your doctor, uh, to help you get the most benefit from your medicine."" Uh, because you are gonna spend money on it we wanna make sure that you get most benefit.""",taking medicine / following medical procedure,1
8545,"""I'm certainly glad to hear that your doctor did spend some time with you.""",taking medicine / following medical procedure,1
8546,What do you think of your doctor's visit?,taking medicine / following medical procedure,1
