Sr. No,utterance_text,mi_quality,topic
5019,"I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your salmon and trout use are red flags for me and they need to stop dreckly. So we've already talked about your plan for smoking. You're going home. You're throwing out your coffin nails. You're putting on the patches. What's the plan for the poison?",0,smoking cessation; reducing alcohol consumption
5020,"Good Morning, it's really nice that you've come along to see me to talk about stopping smoking.",0,smoking cessation
5021,"hello, hello, hello, hello,. I'm really glad you came to see me talk about stopping smoking.",0,smoking cessation
5022,Good morning. Have a great day. I really appreciate that you came along to see me to talk about stopping smoking.,0,smoking cessation
5023,Good morning. It is really nice that you have come to me to talk to me about quitting smoking.,0,smoking cessation
5024,Good morning. It's uhm really nice that you've come along to I guess see me to talk about stopping smoking.,0,smoking cessation
5025,"""It's really nice that you've come along to see me to talk about stopping smoking,"" he said.",0,smoking cessation
5026,"""It's really nice that you've come along to see me to talk about stopping smoking,"" he says.",0,smoking cessation
5027,Hi. It's really nice that you've come to see me to talk about quitting smoking.,0,smoking cessation
5028,Hi. It's really nice to see me to talk about quitting smoking.,0,smoking cessation
5029,Hi. It's really nice to see me to talk about smoking.,0,smoking cessation
5030,Gradeley morning. It's really canny that you've come along to see me to talk about stopping smoking.,0,smoking cessation
5031,"you confirmed that, What have you got in mind, what do you want from us?",0,smoking cessation
5032,what have you got in mind what do you want from us?,0,smoking cessation
5033,what do you want to do with us?,0,smoking cessation
5034,"What are you looking for, what are you looking for from us?",0,smoking cessation
5035,"What do you have in mind, what do you want from us?",0,smoking cessation
5036,"What have you actually got perhaps in mind, what do I would say you want from us?",0,smoking cessation
5037,What do you have in mind for what do you want from us?,0,smoking cessation
